sample,batch,ProjID,SiteID,FAvialNum,Date,IceCoverCat,Transect,Depth.m,Genus,species,Replicate,Tissue,VialAmount,DissectedBy,LinkedTo,Comments,sp.abrev,phyla,season,8:0,9:0,10:0,11:0,11:1,12:0,13:0,13:1,i-14:0,14:0,14:1,14:1w5,i-15:0,a-15:0,15:0,15:1w7,15:1w5,i-16:0,16:0,16:1w13,16:1w9,16:1w7t,16:1w8c,16:1w7c,16:1w6c,16:1w5t,16:1w5c,16:2w6,i-17:0,a-17:0,16:2w5,16:2w4,17:0,16:3w4,16:3w3,17:1w9c,17:1w7c,16:4w3,16:4w1,17:2,18:0,18:1w9t,18:1w9c,18:1w8c,18:1w7c,18:1w5c,18:1w6c,"18:2w7,12c",18:2w6t,18:2w6c,18:2w3,18:2,18:3w6,18:3w4,19:0,18:3w3,18:4w3c,18:4w1,18:5w3,20:0,20:1w11,20:1w9,20:1w7,20:1w5,20:2w6,20:3n7,20:3w6,20:4w6,20:3w3,20:4w3,20:5w3,21:0,22:0,22:1w9c,22:1w7c,22:2w6,21:5w3,23:0,22:4w6,22:5w6,22:3w6,22:6w4,22:5w3,22:6w3,24:0,24:1,24:1w9,26:0,26:4w2,27:0,28:0,29:0,16:2w9,16:4n6,18:1nX,24:1w7,a-16:0,16:0...20,16:0...21,16:1w?...22,16:1w?...24,17:1w?,18:1w?,18:2w?...39,18:2w?...40,18:2w?...42,18:4w3,20:1w?...49,20:1w?...50,20:1w?...52,20:1w?...53,20:2w?,20:3w?,22:2?...64,22:2?...65,22:3?,22:4w3
HIGR_10F0835_0123,batch_2,10F0835,10,835,2019.05.10,<=40%,T1,>=30m,Himantothallus,grandifolius,1,blade,1ml,Galloway,10S004,NA,HIGR,ochrophyta,NA,1.1289810349543e-4,3.2125476604392e-4,6.24152116885334e-5,8.26083684112942e-5,6.24152116885334e-5,1.8999924734597e-4,0,0,0,0.0283126414668309,0,0,0,0,0.00250762291666284,0,0,0,0.171965840521791,0,0,0,0,0.0430031629826394,2.6710039119651e-4,0,0.0141480598965743,0,0,0,0.00188163505825726,0,9.4816049520963e-4,0,0,0,0,0,0.00348148379315599,0,0.0091998186287378,0,0.103208141880791,0,0,0.00161086318402024,0,0,0,0.0272919691815714,9.7569661801339e-4,0,0.00542094470930115,0,0.272447906245009,0.0614193219137972,0.0870967564283079,0,0,0.0146565602976838,0,0,0,0,0.00249293698450083,0,0.00242042519445092,0.237432054616982,0.00195414684830717,0.00738243452368933,0.11585364734304,0,0,0,0,0,0,0,0,0,0,0,0.0542369832158153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRCO_08F0677_0073,batch_2,08F0677,8,677,2019.05.05,<=80%,T?,5-30m,Iridaea,cordata,2,thallus,1ml,Galloway,08S066,NA,IRCO,rhodophyta,NA,2.4948485996507e-4,4.5276881993661e-4,2.5872503996377e-4,1.3860269998059e-4,6.8377331990427e-4,0.00191271725973222,2.4024467996636e-4,0.00136754663980854,0,0.0174916607375512,0,0,0,0,0.00308622011956793,0,0,0,0.268085342302468,0,0,0,0,0.01457176385796,0.00276281381961321,0,0,0,0,0,0,0,0.00108110105984865,0,0,0,0,0,0,0,0.0218807462369367,0,0.0322851889154801,0,0.0321096254955047,0,0,0,0,0.0128808109181967,0,0,0.0043521247793907,0,1.49636398917051,0,0.00198663869972187,0,0,8.5009655988098e-4,0,0,0,0,0,0,0,0.102205630965691,0,0,0.479066372212931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRCO_11F1005_0072,batch_2,11F1005,11,1005,2019.05.14,<=40%,T1,5m,Iridaea,cordata,1,blade,0.5ml,Galloway,11S044,very reproductive,IRCO,rhodophyta,NA,2.6614163313663e-4,6.9826406973483e-4,1.9459818336872e-4,8.29904017307791e-5,1.6025732748012e-4,0.00163119065470842,0,5.8379455010617e-4,0,0.0247082458118465,0,0,0,0,0.00329958390329615,0,0,0,0.264696455451325,0,0,0,0,0.0210194655418129,0.00264710764141278,0,0,0,0,0,0.00262135199949633,0,0.00105025784259296,0,0,0,0,0.00602968194643971,0,0,0.0136218728358106,0,0.0470240786634539,0,0.00958682226890035,0,0,0,0,0.0158626136825417,0,0,0.0046417390209422,0,0.815973076768983,0.00448720516944351,0,0,0,0,0,0,0,0,0,0,0.00219495303887957,0.0793016214607456,0,0.00311070919590886,0.487293883321219,0,0,0,0,0,0,0,0,0,0,0,0,0.00318511438366749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRCO_14F1336_0104,batch_2,14F1336,14,1336,2019.05.17,nd,T1,5m,Iridaea,cordata,3,blade,1ml,Galloway,14S061,NA,IRCO,rhodophyta,NA,1.4475303158905e-4,8.7180803116138e-4,1.776514478593e-4,1.776514478593e-4,2.0726002250251e-4,0.00151332714843107,0,0,0,0.0295756762269464,0,0,0,0,0.00229959929728983,0,0,0,0.288298691301001,0,0,0,0,0.0359777080331353,0.00317798701170526,0,0,0,0,0,0.00396754900219103,0,8.9483692255054e-4,0,0,0,0,0,0.00936288927051052,0,0.0116756479343084,0,0.0326747070396031,0,0.0094155267365429,0,0,0,0,0.0130902798339288,0,0,0.00298717619733786,0,0.954455432515479,0.00706000013159367,0.0116559088845463,0,0,0,0,0,0,0,0,0,0.00157912398097156,0.064901995617931,0,0.00135870459196094,0.466953540856543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHAN_05F0317_0054,batch_2,05F0317,5,317,2019.04.30,<=60%,NA,5-30m,Phyllophora,antarctica,1,thallus,nd,Galloway?,see comments,different individual: 05S033,PHAN,rhodophyta,NA,8.34091820339549e-5,5.9118086915294e-4,1.0389564779668e-4,4.97528454237625e-5,6.14593972881773e-5,0.00108139272847531,3.5704983186464e-4,7.3751276745812e-4,0,0.0209825308979803,1.3901530338992e-4,0,0,0,0.00670639089932658,0,0,0,0.281798653161208,0,0,0,0,0.110321081451261,4.2143586711893e-4,0,0,0,0,0,0.00475139673796932,0,0.00162135743322144,0,0,0,0,0,0,0,0.0259197691467972,0,0.0219029585383199,0,0.0199523543339118,0,0,0,0,0.0158389646725531,6.5410358542417e-4,0,0.00198279722203524,0,0.446663486386744,0.00163306398508585,0,0,0,4.6533543661048e-4,0,0,0,0,0,0,0.00103895647796681,0.112491183503127,0,0,0.351857976112781,0,1.8291487288148e-4,0,0,0,0,0,0,0,1.4633189830518e-4,0,0.00671517081322489,0.00941060438000638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHAN_08F0600_0055,batch_2,08F0600,8,600,2019.05.05,<=80%,NA,5-30m,Phyllophora,antarctica,1,thaulls,~1ml,Galloway,08S021,"lots of diatoms, hard to clean",PHAN,rhodophyta,NA,5.32004352138829e-5,4.5477791392512e-4,7.55102951422854e-5,5.57746498210063e-5,5.83488644281296e-5,4.4877141317517e-4,2.6428603299799e-4,2.9174432214064e-4,0,0.0161961002364845,0,0,0,0,0.00413333058750442,0,0,0,0.227581164986563,0,0,0,0,0.0259034635199467,0.00212115283626965,0,0.00132657859420424,0,0,0,0.00225329585276865,0,0.00277757756108611,0,0,0,0,0,0,0,0.0456931673479755,0,0.0136845248514678,0,0.00492104025728417,3.2263489742612e-4,0,0,0,0.0144602215197477,5.1655906449608e-4,0,0.00117298378931255,0,0.290915425037154,0,0.00360475852150842,0,0,7.0018637313755e-4,0,0,5.2857206599599e-4,0,0.00116182885934835,0,0.00101424055520661,0.404609903518436,0.00110262192338451,0.00153766419198836,0.189423581865173,0,0,0,0,0,5.1655906449608e-4,0,6.4183750870942e-4,0,7.20780089994542e-5,0,0.00249269781123113,0.0278272599030036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEME_03F0154_0033,batch_1,03F0154,3,154,2019.04.28,<=80%,1,5-30m,Desmerestia,menziesii,1,thallus,1.5ml,Lowe?,03-S-017,NA,DEME,ochrophyta,NA,4.00249488848049e-5,2.7266996427773e-4,5.33665985130731e-5,6.42066888360411e-5,4.41942143936387e-5,2.3347886849469e-4,6.08712764289741e-5,4.83634799024725e-5,0,0.032434384099422,7.50467791590091e-6,0,0,0,0.00176443316333848,0,0,0,0.163294286772088,0,0.00218135971422186,0,0,0.00493891192176457,0,0,0,0.002710022580742,0,0,0,0,0.00111819700946924,8.2968383625793e-4,0,0,0,0,0,0,0.032970551643858,0,0.0873786326810378,0,5.8870028984733e-4,0,0,0,0,0.0641416482941033,0,0,0.0030510684993646,0,0.230754670411223,0.074793287816072,0.0799931957586896,0,0,0.00684843552481047,0,2.66832992565366e-5,0,0,0.002760053766848,0,0.00225807419958441,0.245864088615237,0.00206962339858512,0.0116797803964471,0.170546307198153,0,2.985194104325e-4,0,0,9.8811592559362e-4,0,0,0,0,3.33541240706707e-6,0,3.2436885658727e-4,4.3026820051165e-4,3.7523389579504e-4,0,0,0,0,0,0,0,2.3514657469822e-4,5.2532745411306e-4,0.00175359307301551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEME_04F0245_0034,batch_1,04F0245,4,245,2019.04.29,<=90%,NA,~5m,Desmerestia,menziesii,1,thallus,1ml,Galloway?,04S027,NA,DEME,ochrophyta,NA,2.54426740478269e-5,6.49357800325135e-5,3.18982779107084e-5,6.15181073992233e-5,1.06327593035695e-5,1.4164354357969e-4,2.01262943960422e-5,9.5391040609165e-4,0,0.0440932933490951,1.4961811305737e-4,0,0,0,0.00165339407170505,0,0,0,0.0956166070029631,0,0.00518384990189381,0,0,0.0412968776522564,0,0,0,0.0204532517446269,0,0,0,0,4.6670218514595e-4,0.0701951984737433,0,0,0,1.3252974989091e-4,0,0,0.011702870579193,0,0.0499857407102911,0,7.644194456459e-4,0,0,0,0,0.0317110653986848,0,0,0.0046282882282823,0,0.100445398692398,0.0503240903009868,0.0929390503654821,0,0,0.00320615667142989,0,3.56956919476975e-5,0,0,0.00108150351773449,0,0.0017760505450998,0.113044458984321,0.00110314877774533,0.00764837161189973,0.283229366466024,0,1.0936552426528e-4,0,0,6.7442073296926e-4,5.62017277474386e-5,0,6.83534526658036e-6,2.58224154515258e-5,2.27844842219345e-6,0,2.0278190957521e-4,0.00795254447626255,2.5290777486347e-4,0,0,0,0,0,0,0,0.00253553335249762,0.0537755599192062,6.7404099156556e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEME_12F1165_0090,batch_1,12F1165,12,1165,2019.05.15,<=40%,T2,20m,Desmarestia,menziesii,3,thallus,1ml,Galloway,12S082,NA,DEME,ochrophyta,NA,3.84717291739189e-5,1.2534337569567e-4,4.90204291087031e-5,5.6466570239139e-5,2.97845645217437e-5,1.7250226952176e-4,2.04768881086988e-5,6.88768054565322e-5,0,0.0657363954347709,4.0395315632614e-4,0,0,0,0.00110326991082626,0,0,0,0.101054063328189,0,0.00221832954510903,0,0,0.00750943333004462,0,0,0,0.00217799628065251,0,0,0,0,9.959213761958e-4,1.7684585184785e-4,0,0,0,0,0,0,0.035410124145788,0,0.174547476285592,0,5.2433243793486e-4,0,0,0,0,0.0540304410659647,0,0,0.0053134422083269,0,0.179885738964353,0.0561252887706607,0.0640057881337054,0,0,0.0174525137862201,0,0,0,0,0.00262476474847866,0,0.00982146015104497,0.24683895796219,0.0013887053208263,0.0132522696768933,0.133423679845716,0,2.5192777491308e-4,0,0,0.00105983408756538,0,0,0,-3.1025588043483e-6,1.86153528260898e-6,0,9.92818817391455e-6,6.82562936956626e-6,2.7736875710873e-4,0,0,0,0,0,0,0,2.7550722182612e-4,1.8243045769568e-4,0.00124102352173932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEME_13F1242_0087,batch_1,13F1242,13,1242,2019.05.16,<=80%,T2,15m,Desmarestia,menziesii,2,thallus,1ml,Galloway,13S018,NA,DEME,ochrophyta,NA,4.12500979689827e-5,3.9600094050223e-4,5.43126289924939e-5,8.59377041020472e-5,3.91875930705335e-5,1.766879196338e-4,6.60001567503723e-5,7.28751730785361e-5,0,0.0406526590500653,0,0,0,0,0.00265581880756967,0,0,0,0.150072668922589,0,0.00474513626969864,0,0,0.007933768842701,0,0,0,0.0051253246726461,0,0,0,0,0.00122444040804597,0.00139631581625006,0,0,0,3.9943844866631e-4,0,0,0.00891895868252687,0,0.0944929744208143,0,0.00149256604484436,0,0,0,0,0.0406485340402683,0,0,0.00302981969582178,0,0.21621170100279,0.0941574736239999,0.116638089515463,0,0,0.00872783322860392,0,0,0,0,0.0025059434516157,0,0.00324432020526049,0.211945065869531,0.00218625519235608,0.024531433262154,0.165606080814442,0,3.0593822660328e-4,0,0,0.00138806579665627,7.76876845082507e-5,0,9.14377171645783e-5,2.47500587813896e-5,7.56251796098016e-6,0,0,3.3206328865031e-4,6.6137657076935e-4,0,0,0,0,0,0,0,4.0631346499447e-4,0.00179919177308046,0.00164244140079833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEME_14F1312_0088,batch_1,14F1312,14,1312,2019.05.17,nd,T1,10m,Desmarestia,menziesii,2,thallus,1ml,Galloway,14S044,NA,DEME,ochrophyta,NA,4.75361008430178e-5,1.6986676594952e-4,2.75908837060873e-5,5.08603036991729e-5,7.97808685477223e-6,1.2499002739143e-4,1.7618275137622e-5,2.12748982793926e-5,0,0.0575466053240433,4.2317102358854e-4,0,0,0,9.9792569741775e-4,0,0,0,0.104506621812089,0,0.00342226684041167,0,0,0.00944439273462224,0,0,0,0.00316231417706034,0,0,0,0,8.6761694545648e-4,2.4033986650001e-4,0,0,0,4.72036805574023e-5,0,0,0.0270433874956785,0,0.160029784857591,0,5.8771906496822e-4,0,0,0,0,0.0659398851155493,0,0,0.00606500811105497,0,0.113701366912214,0.0688073424992687,0.0890783315161024,0,0,0.0118690662979018,0,0,0,0,0.0020018349599766,0,0.00828790256096588,0.232255072733558,0.00106939605882509,0.00790661649336489,0.134188761534984,0,1.8416083823099e-4,0,0,1.4061378081536e-4,3.85607531313991e-5,0,9.97260856846528e-5,8.31050714038774e-6,2.65936228492408e-6,0,0,1.1601467967981e-4,2.808951413451e-4,0,0,0,0,0,0,0,3.3175544504427e-4,4.1652261787623e-4,0.00212449804536872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
