rowname,Lambia antarctica,Adenocystis utricularis,Ascoseira mirabilis,Cystosphaera jacquinotii,Desmarestia anceps,Desmarestia antarctica,Desmarestia menziesii,Himantothallus grandifolius,Microzonia australe,Austropugetia crassa,Ballia callitricha,Callophyllis atrosanguinea,Curdiea racovitzae,Delisea pulchra,Georgiella confluens,Gymnogongrus antarcticus,Hymenocladiopsis sp.,Iridaea cordata,Meridionella antarctica,Myriogramme manginii,Myriogramme smithii,Pachymenia orbicularis,Palmaria decipiens,Pantoneura plocamioides,Paraglossum salicifolium,Phyllophora antarctica,Picconiella plumosa,Plocamium sp.,Porphyra plocamiestris,Sarcopeltis antarctica,Trematocarpus antarcticus,Benthic diatoms
16:1w7c_mean,5.702,0.477,0.639,0.148,6.641,1.350,2.075,3.013,5.092,3.731,3.773,1.855,0.287,2.371,5.779,3.611,1.151,0.976,3.443,1.313,0.904,2.517,3.693,7.310,9.367,3.333,4.544,3.837,0.190,1.749,0.761,-
16:1w7c_sd,3.365,-,0.147,0.187,3.434,1.206,2.427,0.672,2.226,0.440,-,0.966,0.035,-,0.383,0.509,0.712,0.708,0.747,0.618,0.591,0.022,2.286,-,-,4.899,0.088,4.677,0.170,0.610,0.393,-
16:2w6_mean,1.291,0.385,0.431,0.310,0.950,0.528,0.673,0.384,0.776,0.116,0.467,0.201,0.021,0.163,0.345,0.085,0.086,0.057,0.255,0.055,0.075,0.042,1.034,0.194,0.139,0.218,0.566,0.519,0.014,0.040,0.057,-
16:2w6_sd,0.618,-,0.051,0.072,0.188,0.217,0.385,0.036,0.198,0.018,-,0.023,0.014,-,0.040,0.026,0.074,0.086,0.068,0.021,0.064,0.024,0.752,-,-,0.338,0.262,0.514,0.004,0.062,0.055,-
17:0_mean,0.037,0.104,0.125,0.178,0.099,0.057,0.106,0.128,0.211,0.115,0.268,0.174,0.100,0.148,0.068,0.130,0.246,0.108,0.198,0.126,0.097,0.199,0.071,0.124,0.153,0.189,0.097,0.100,0.038,0.191,0.159,-
17:0_sd,0.010,-,0.011,0.021,0.028,0.009,0.019,0.021,0.046,0.025,-,0.008,0.002,-,0.014,0.058,0.058,0.021,0.033,0.028,0.033,0.032,0.025,-,-,0.062,0.011,0.022,0.013,0.029,0.038,-
16:3w4_mean,3.501,0.035,0.043,0.013,0.739,0.066,0.434,0.095,1.427,0.020,0.664,0.343,0.013,0.109,0.347,0.051,0.118,0.076,0.238,0.078,0.143,0.000,0.768,0.249,0.232,0.246,1.346,0.722,0.007,0.046,0.119,-
16:3w4_sd,1.596,-,0.011,0.015,0.085,0.077,0.493,0.029,0.628,0.008,-,0.129,0.003,-,0.069,0.023,0.117,0.133,0.123,0.052,0.094,0.000,0.565,-,-,0.353,0.463,0.804,0.008,0.096,0.143,-
16:3w3_mean,11.434, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,-
16:3w3_sd,8.652,-,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,0.000,0.000,-,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,-,0.000,0.000,0.000,0.000,0.000,0.000,-
16:4w3_mean,0.162,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,-
16:4w3_sd,0.186,-,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,0.000,0.000,-,0.000,0.000,0.000,0.000,0.142,0.000,0.000,0.000,0.000,-,-,0.033,0.000,0.000,0.000,0.000,0.000,-
16:4w1_mean,1.183,0.000,0.119,0.027,2.182,0.105,0.875,0.267,0.618,0.000,0.718,0.153,0.030,0.065,0.169,0.051,0.105,0.108,0.272,0.007,0.119,0.000,2.418,0.138,0.139,0.295,0.324,0.938,0.000,0.067,0.117,-
16:4w1_sd,1.330,-,0.075,0.029,0.882,0.112,1.009,0.055,0.213,0.000,-,0.035,0.043,-,0.098,0.023,0.110,0.175,0.118,0.014,0.121,0.000,1.799,-,-,0.558,0.458,0.909,0.000,0.163,0.170,-
18:0_mean,1.123,3.583,0.619,1.426,1.443,1.163,1.995,1.291,1.529,0.838,3.242,0.973,0.816,1.627,2.100,2.064,1.795,1.681,1.979,2.374,1.453,2.809,1.322,2.633,1.711,0.889,1.601,1.398,1.538,3.472,1.721,-
18:0_sd,0.322,-,0.142,0.702,0.541,0.468,1.029,0.155,0.127,0.091,-,0.232,0.210,-,0.839,1.538,0.485,0.450,1.488,1.347,0.380,1.460,0.786,-,-,0.129,0.187,0.652,0.777,1.935,1.295,-
18:1w9c_mean, 1.228, 5.738,26.013, 8.043, 6.401,10.348,10.602, 9.306, 3.689, 1.790, 2.367, 1.120, 1.448, 4.159, 2.345, 4.684, 2.945, 2.987, 5.502, 1.915, 1.307, 4.364, 3.096, 5.308, 4.356, 2.008, 4.965, 0.636, 1.200, 4.678, 1.362,-
18:1w9c_sd,0.245,-,1.229,0.615,0.866,3.808,3.000,0.882,0.051,0.618,-,0.306,0.346,-,0.800,0.569,0.522,1.473,0.338,0.768,0.251,0.716,0.627,-,-,0.394,0.536,0.247,0.382,1.534,0.353,-
18:1w7c_mean, 5.964, 0.133, 0.000, 0.014, 0.231, 0.023, 0.090, 0.042, 0.596, 0.240, 1.320, 0.292, 1.507, 1.455, 1.457, 0.501, 1.397, 0.903, 2.785,11.084, 7.245, 0.302, 1.868, 5.600, 2.103, 0.500,10.859, 0.382, 0.928, 0.442, 0.156,-
18:1w7c_sd,1.573,-,0.000,0.028,0.184,0.040,0.100,0.038,0.026,0.051,-,0.117,0.252,-,0.193,0.081,0.433,0.365,0.284,1.625,2.375,0.062,0.381,-,-,0.478,0.512,0.073,0.165,0.328,0.091,-
18:2w6c_mean, 5.147,14.935, 5.701, 6.317, 2.396, 4.824, 5.843, 3.633, 4.064, 0.165, 0.619, 0.389, 0.977, 2.863, 1.963, 1.108, 4.214, 1.196, 0.468, 2.215, 1.556, 0.507, 0.219, 1.566, 0.331, 1.590, 0.770, 0.630, 2.944, 0.352, 0.373,-
18:2w6c_sd,0.793,-,0.551,0.895,1.903,1.725,1.334,1.357,0.872,0.075,-,0.141,0.256,-,0.380,0.049,0.509,0.491,0.024,0.229,0.399,0.095,0.119,-,-,0.221,0.009,0.328,0.655,0.050,0.075,-
18:3w6_mean,0.376,0.203,0.608,0.468,0.406,0.684,0.610,0.449,0.575,0.000,0.146,0.195,0.546,0.248,0.152,0.029,0.390,0.272,1.655,0.658,0.429,0.000,0.165,0.065,0.276,0.130,0.290,0.336,0.185,0.086,0.131,-
18:3w6_sd,0.075,-,0.104,0.096,0.177,0.263,0.184,0.033,0.149,0.000,-,0.021,0.233,-,0.017,0.041,0.216,0.156,0.195,0.045,0.098,0.000,0.060,-,-,0.059,0.034,0.126,0.065,0.079,0.036,-
18:3w3_mean,25.857, 7.797, 6.856,11.352, 7.699, 6.097, 7.849, 7.302,11.841, 0.048, 0.453, 0.084, 0.013, 0.000, 0.287, 0.000, 0.035, 0.156, 0.111, 0.143, 0.304, 0.000, 0.277, 0.122, 0.162, 0.083, 0.159, 0.406, 0.147, 0.000, 0.015,-
18:3w3_sd,7.001,-,0.706,1.573,1.495,1.173,1.603,0.414,0.612,0.067,-,0.146,0.018,-,0.406,0.000,0.049,0.152,0.177,0.110,0.392,0.000,0.194,-,-,0.087,0.107,0.264,0.117,0.000,0.032,-
18:4w3c_mean, 0.981,11.041,10.189, 9.055,11.361,14.339,10.201,10.607,16.592, 0.014, 0.699, 0.127, 0.003, 0.000, 0.234, 0.099, 0.007, 0.051, 0.503, 0.061, 0.653, 0.000, 1.154, 0.103, 0.146, 0.161, 0.194, 0.864, 0.084, 0.000, 0.025,-
18:4w3c_sd,0.297,-,1.194,2.218,2.977,4.097,2.971,2.030,2.153,0.020,-,0.148,0.004,-,0.197,0.140,0.013,0.059,0.509,0.081,0.902,0.000,0.680,-,-,0.293,0.088,0.614,0.084,0.000,0.049,-
20:0_mean,0.006,0.000,0.000,0.000,0.000,0.066,0.571,0.893,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.039,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.245,0.000,0.000,0.003,-
20:0_sd,0.011,-,0.000,0.000,0.000,0.176,0.833,0.845,0.000,0.000,-,0.010,0.000,-,0.000,0.000,0.000,0.025,0.000,0.011,0.000,0.000,0.000,-,-,0.008,0.000,0.051,0.000,0.000,0.006,-
20:1w9_mean,0.309,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.403,0.042,0.684,0.033,0.100,0.000,0.040,0.000,0.000,0.012,0.041,0.000,0.000,0.000,0.323,0.000,0.000,0.007,0.141,0.022,2.867,0.000,0.000,-
20:1w9_sd,0.094,-,0.013,0.000,0.000,0.000,0.001,0.000,0.368,0.059,-,0.001,0.010,-,0.057,0.000,0.000,0.031,0.071,0.000,0.000,0.000,0.130,-,-,0.016,0.038,0.019,0.729,0.000,0.000,-
20:2w6_mean,0.096,0.096,0.128,0.041,0.094,0.018,0.205,0.173,0.296,0.000,0.212,0.009,0.647,0.184,0.123,0.024,0.081,0.145,0.019,0.207,0.221,0.000,0.000,0.192,0.000,0.034,0.040,0.142,3.648,0.000,0.004,-
20:2w6_sd,0.025,-,0.007,0.049,0.075,0.018,0.045,0.016,0.157,0.000,-,0.016,0.102,-,0.011,0.034,0.021,0.226,0.033,0.033,0.071,0.000,0.000,-,-,0.019,0.057,0.019,0.496,0.000,0.009,-
20:3w6_mean,0.042,0.000,0.804,0.192,0.241,0.618,0.502,0.413,1.051,0.027,0.141,0.077,2.102,0.736,0.138,0.103,0.437,0.668,0.537,0.254,0.393,0.014,0.046,0.074,0.050,0.090,0.510,4.855,1.507,0.000,0.052,-
20:3w6_sd,0.029,-,0.155,0.086,0.099,0.372,0.210,0.216,0.061,0.038,-,0.001,0.191,-,0.020,0.145,0.097,0.814,0.184,0.031,0.038,0.020,0.053,-,-,0.032,0.102,0.812,0.266,0.000,0.048,-
20:4w6_mean, 2.319, 9.688,10.705,24.010,20.082,21.318,20.991,21.145,13.959,46.777, 8.559,37.640,21.871,11.326,28.599,29.949,14.450,11.753,11.611, 4.628,17.805,13.454, 0.620,12.202,36.987,39.677, 8.866,12.785, 5.361,24.830,47.174,-
20:4w6_sd, 0.532,-, 0.227, 2.448, 0.544, 5.341, 2.897, 3.981, 1.195, 0.611,-, 2.596, 4.819,-, 0.970, 0.261, 1.837, 6.123, 0.054, 0.904, 1.428, 1.267, 0.250,-,-,19.171, 0.278, 0.838, 1.108, 9.382, 5.359,-
20:3w3_mean,0.162,0.000,0.059,0.028,0.000,0.020,0.117,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.166,0.000,0.000,-
20:3w3_sd,0.044,-,0.101,0.057,0.000,0.026,0.088,0.108,0.000,0.000,-,0.000,0.000,-,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,-,0.000,0.000,0.000,0.194,0.000,0.000,-
20:5w3_mean,13.504,16.016,18.121,16.793,18.290,20.682,18.249,14.270,19.509,18.174,41.857,26.369,43.131,40.193,25.956,21.661,38.045,46.340,28.918,43.251,37.046,43.896,59.901,31.523, 8.437,22.798,31.491,42.556,56.349,27.889,13.924,-
20:5w3_sd, 7.562,-, 1.084, 1.789, 3.360, 1.666, 3.033, 1.002, 1.115, 1.111,-, 1.989, 3.237,-, 3.030, 0.875, 2.598, 4.696, 1.616, 9.054,10.818, 1.219, 7.779,-,-,12.748, 0.251, 5.381, 4.397,10.510, 4.987,-
22:0_mean,0.000,0.194,0.136,0.173,0.017,0.002,0.019,0.010,0.037,0.026,0.000,0.004,0.044,0.000,0.000,0.000,0.001,0.011,0.000,0.044,0.033,0.009,0.047,0.000,0.000,0.002,0.010,0.447,0.000,0.000,0.000,-
22:0_sd,0.000,-,0.122,0.203,0.015,0.005,0.015,0.017,0.000,0.036,-,0.007,0.062,-,0.000,0.000,0.004,0.027,0.000,0.042,0.024,0.013,0.046,-,-,0.004,0.015,0.297,0.000,0.000,0.000,-
22:1w9c_mean,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.020,0.000,0.000,0.000,-
22:1w9c_sd,0.000,-,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,0.049,0.000,-,0.000,0.000,0.000,0.087,0.000,0.000,0.000,0.000,0.000,-,-,0.022,0.000,0.034,0.000,0.000,0.000,-
22:2w6_mean,0.000,0.000,0.002,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.417,0.000,0.000,0.000,0.000,0.000,0.136,0.000,0.000,-
22:2w6_sd,0.000,-,0.003,0.000,0.000,0.000,0.038,0.000,0.000,0.000,-,0.000,0.000,-,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.721,-,-,0.000,0.000,0.000,0.015,0.000,0.000,-
23:0_mean,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-
23:0_sd,0.000,-,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,0.000,0.000,-,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,-,-,0.000,0.000,0.000,0.000,0.000,0.000,-
22:4w6_mean,0.033,0.000,0.000,0.000,1.046,0.000,0.000,1.383,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.001,0.000,0.000,0.000,-
22:4w6_sd,0.066,-,0.000,0.000,1.812,0.000,0.000,2.396,0.000,0.027,-,0.000,0.000,-,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,-,0.024,0.000,0.002,0.000,0.000,0.000,-
22:5w6_mean,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.000,0.000,0.002,0.000,0.000,0.000,-
22:5w6_sd,0.043,-,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,-,0.018,0.000,-,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,-,0.000,0.000,0.004,0.000,0.000,0.000,-
22:3w6_mean,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,-
22:3w6_sd,0.018,-,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,0.000,0.000,-,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,-,-,0.000,0.000,0.001,0.000,0.000,0.000,-
22:5w3_mean,0.183,0.000,0.007,0.291,4.103,0.001,0.017,6.100,0.186,0.000,0.352,0.052,0.034,0.000,0.102,0.000,0.020,0.026,0.016,0.009,0.046,0.000,0.075,0.164,0.170,0.100,0.139,0.026,0.085,0.000,0.002,-
22:5w3_sd,0.068,-,0.007,0.079,3.555,0.003,0.031,1.303,0.027,0.000,-,0.031,0.048,-,0.145,0.000,0.019,0.064,0.028,0.024,0.054,0.000,0.071,-,-,0.224,0.132,0.045,0.061,0.000,0.004,-
22:6w3_mean,0.366,0.000,0.000,0.000,0.025,0.000,0.051,0.000,1.533,0.000,2.931,0.295,0.000,0.070,0.257,0.035,0.092,0.054,0.053,0.090,0.059,0.000,0.058,0.354,0.383,0.213,0.248,0.357,0.000,0.000,0.022,-
22:6w3_sd,0.175,-,0.000,0.000,0.043,0.000,0.064,0.000,0.677,0.000,-,0.113,0.000,-,0.090,0.049,0.076,0.130,0.063,0.193,0.118,0.000,0.100,-,-,0.362,0.041,0.266,0.000,0.000,0.033,-
24:0_mean,0.092,0.000,0.000,0.055,0.000,0.004,0.026,0.016,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.111,0.022,0.000,0.034,0.000,0.000,0.008,0.000,0.004,0.000,0.000,0.002,-
24:0_sd,0.107,-,0.000,0.039,0.000,0.006,0.019,0.028,0.000,0.000,-,0.007,0.000,-,0.000,0.000,0.000,0.057,0.000,0.082,0.026,0.000,0.059,-,-,0.017,0.000,0.007,0.000,0.000,0.004,-
24:1w9_mean,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.119,0.000,0.000,0.000,0.000,0.000,0.084,0.000,0.795,0.000,0.000,0.000,0.000,0.000,0.086,0.000,0.000,0.000,0.000,0.030,-
24:1w9_sd,0.000,-,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,0.103,0.000,-,0.000,0.000,0.000,0.206,0.000,0.995,0.000,0.000,0.000,-,-,0.193,0.000,0.000,0.000,0.000,0.067,-
CN ratio_mean,11.426384,-,-,22.150001,12.463179,12.347885,14.413577,18.767447,-,-, 9.360945, 6.206193,-, 7.456401, 7.832720, 6.927953, 6.624358,12.586461,11.470404, 7.605924, 5.269527, 9.389752, 8.806368, 7.680537,-, 7.070308, 9.102782, 7.555736, 7.491998,14.418820, 6.403830, 6.518280
CN ratio_sd,6.1073826,-,-,1.4071651,0.3318444,0.9640336,1.8482741,1.5047466,-,-,-,0.5132167,-,-,0.7912072,-,0.6341133,1.1137218,8.2161292,0.6745604,1.0145957,1.0960825,2.2150562,0.8511873,-,0.4914332,0.5773581,1.2110555,0.2961465,1.1670732,1.0114793,0.9112055
d15N_mean,2.158333,-,-,1.254750,2.604000,2.815200,4.778429,2.330000,-,-,2.326000,3.515000,-,2.203000,2.217500,2.294000,1.568333,4.385167,1.393750,3.085167,4.487667,3.159000,3.264000,2.536000,-,2.367800,2.707000,2.964333,6.132333,2.295143,3.723800,1.381875
d15N_sd,0.4819723,-,-,0.6098827,2.9381649,0.5473369,1.5999692,0.5001640,-,-,-,0.4086209,-,-,0.4673976,-,1.2576870,1.0146330,1.0171750,0.4837832,0.8326742,1.3688433,0.3376344,1.3253237,-,0.6763340,1.4368410,0.6735164,0.3712174,0.5080589,0.6482034,1.5412947
d13C_mean,-31.02333,-,-,-28.27975,-31.53900,-25.71680,-27.62343,-22.85100,-,-,-33.23300,-22.66367,-,-34.88700,-36.07500,-35.31800,-33.55933,-20.00417,-33.46075,-34.35317,-37.27633,-33.98133,-23.69733,-33.72300,-,-35.44280,-34.76750,-33.53900,-29.48467,-24.89586,-22.56060,-21.94312
d13C_sd,1.3660089,-,-,1.0547503,1.9041313,1.2692276,1.9592211,0.1021323,-,-,-,2.8456123,-,-,0.6731657,-,0.9545438,4.4872657,4.0589076,0.7877813,0.3177363,1.1575691,0.5152333,5.3795040,-,2.0285179,0.9977277,1.1155555,0.8347487,1.7893684,3.0104658,1.0620902
